FlorentineDrawings_Identifier,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
01569_1-Berenson,Oxford,http://sws.geonames.org/2640729,United Kingdom,http://sws.geonames.org/2635167,Ashmolean Museum,http://viaf.org/viaf/141569308/,,,334,,,,,,,,,1569 (1),1569_1,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Figura drappeggiata in piedi che addita verso la sua sinistra ,Figura femminile inclinata verso destra,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1569,1569,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Standing draped figure pointing to something to his left. ,Female figure leaning to right,"These three small sketches are for the same purpose. (The nude belonging to Mr. Gathorne-Hardy, my 1540, is another.) What it may have been is not clear. N. 2 would suggest an Entombment, but they possibly may have been jotted down with reference to the Pauline frescoes or even for a Christ with the Money-Changers. The date, at all events, is scarcely much before 1550. They all suggest the action of the Evangelist in the Malcolm cartoon (my 1537).",,1569,1569,Michelangelo,http://vocab.getty.edu/ulan/500010654,,,,Same as 1938,,,See BB_1961 number 
01569_2-Berenson,Oxford,http://sws.geonames.org/2640729,United Kingdom,http://sws.geonames.org/2635167,Ashmolean Museum,http://viaf.org/viaf/141569308/,,,335,,,,,,,,,1569 (2),1569_2,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Nudo maschile nell'atteggiamento di chi tira o sorregge qualcosa,,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1569,1569,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Nude male in attitude of pulling or supporting. Very slight,,"These three small sketches are for the same purpose. (The nude belonging to Mr. Gathorne-Hardy, my 1540, is another.) What it may have been is not clear. N. 2 would suggest an Entombment, but they possibly may have been jotted down with reference to the Pauline frescoes or even for a Christ with the Money-Changers. The date, at all events, is scarcely much before 1550. They all suggest the action of the Evangelist in the Malcolm cartoon (my 1537).",,1569,1569,Michelangelo,http://vocab.getty.edu/ulan/500010654,,,,Same as 1938,,,See BB_1961 number 
01569_3-Berenson,Oxford,http://sws.geonames.org/2640729,United Kingdom,http://sws.geonames.org/2635167,Ashmolean Museum,http://viaf.org/viaf/141569308/,,,336,,,,,,,,,1569 (3),1569_3,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Figura drappeggiata in atteggiamento simile alla precedente e piccolo nudo in piedi che addita verso la sua sinistra come la figura del n. 1,,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1569,1569,Michelangelo,http://vocab.getty.edu/ulan/500010654,,"One draped figure in attitude of last, and a smaller nude in attitude of first",,"These three small sketches are for the same purpose. (The nude belonging to Mr. Gathorne-Hardy, my 1540, is another.) What it may have been is not clear. N. 2 would suggest an Entombment, but they possibly may have been jotted down with reference to the Pauline frescoes or even for a Christ with the Money-Changers. The date, at all events, is scarcely much before 1550. They all suggest the action of the Evangelist in the Malcolm cartoon (my 1537).",,1569,1569,Michelangelo,http://vocab.getty.edu/ulan/500010654,,,,Same as 1938,,,See BB_1961 number 
001578A-Berenson,Oxford,http://sws.geonames.org/2640729,United Kingdom,http://sws.geonames.org/2635167,Ashmolean Museum,http://viaf.org/viaf/141569308/,,,B.21,,,,,,,,,1578 A,1578A,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,,vedi BB n. 2439 ,Bellissimo studio molto rifinito d'una gamba sinistra e indicazione a contorno di una gamba destra,,red chalk,http://vocab.getty.edu/aat/300080064,,,,,,,,,,,,,,,,,,,1578 A,1578A,Michelangelo,http://vocab.getty.edu/ulan/500010654,,For recto see my 2493,Fine highly finished study of a left leg and outline indication of the other.,,,,,,,,,,,,"In BB_1903 handwritten comment: ""1578A Verso of N. 2493.""",
001600B-Berenson,Rome,http://sws.geonames.org/3169070,Italy,http://sws.geonames.org/3175395,Biblioteca Apostolica Vaticana,http://viaf.org/viaf/146085455/,,,Codex Vaticanus 3211.74 recto,,,,,,,,,1600 B,1600B,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,,"Mano destra alzata, in atto di tenere un libro",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1600 B,1600B,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Right hand turned up half closed holding a book,,A good deal like my 1462 and a bit later.,,,,,,,,,,,,See column D and A-B: is it correct Italy-Rome for Biblioteca Apostolica Vaticana? Maybe Vatican-Vatican City?
0996C_1-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,2683,,,,,,,,,996 C (1),996C_1,,,,Francesco Granacci,http://vocab.getty.edu/ulan/500022051,,Due disegni sulla stessa montatura: studio per un San Sebastiano,,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,Attribuito a «Ecole Italienne XVe».,,996 C,996C,Francesco Granacci,http://vocab.getty.edu/ulan/500022051,,Two drawings on same mount: male nude with hands tied behind back for a St. Sebastian,,"Attributed to ""Ecole Italienne XVe.""",,,,,,,,,,,,
0996C_2-Berenson,Paris,http://sws.geonames.org/2988507,France,http://sws.geonames.org/3017382,Musée du Louvre,http://viaf.org/viaf/130051079/,,,2683,,,,,,,,,996 C (2),996C_2,,,,Francesco Granacci,http://vocab.getty.edu/ulan/500022051,,"Due disegni sulla stessa montatura: nudo maschile visto da tergo, simile a quello in BB n 985 A",,,black chalk,http://vocab.getty.edu/aat/300080058,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,Attribuito a «Ecole Italienne XVe».,,996 C,996C,Francesco Granacci,http://vocab.getty.edu/ulan/500022051,,Two drawings on same mount: male nude seen from behind; with latter cf. my 985A.,,"Attributed to ""Ecole Italienne XVe.""",,,,,,,,,,,,
0002501-Berenson,Venice,http://sws.geonames.org/3164603,Italy,http://sws.geonames.org/3175395,Gallerie dell'Accademia di Venezia,http://viaf.org/viaf/173133058/,,,199,,,,,,,,,2501,2501,706,721,,Sebastiano del Piombo,http://vocab.getty.edu/ulan/500032554,,"Madonna seduta in profilo a sinistra, col Bambino in piedi per terra che si appoggia ai suoi ginocchi e tre Angeli nello sfondo","Testa di donna anziana, di tipo decisamente veneziano, con un ovale quasi belliniano",,charcoal,http://vocab.getty.edu/aat/300012862,,,,,,,,,charcoal,http://vocab.getty.edu/aat/300012862,,,,,,,,,2501,2501,Sebastiano del Piombo,http://vocab.getty.edu/ulan/500032554,,"Study for Madonna in profile to left, with the Child beside her, and three angels in background","Head of elderly woman of decided Venetian type, with almost Bellinesque oval. The hand is certainly the one that did the Madonna, and the Venetian character of the head thus confirms the various arguments brought forward in the text for attributing this sheet to Sebastiano","Done somewhat earlier than my 2482 ... This design must have been much esteemed, for two good contemporary copies of it exist, one in the Louvre... and the other at Oxford (my 2490.A).","The hand is certainly the one that did the Madonna, and the Venetian character of the head thus confirms the various arguments brought forward in the text for attributing this sheet to Sebastiano.",2501,2501,Sebastiano del Piombo,http://vocab.getty.edu/ulan/500032554,,"Study for the Madonna in profile to left, with the Child beside her, and two Angels in the background, dating perhaps from 1513-1514","Head of elderly Woman of decided Venetian type, with almost Alvisesque oval",,,,
0000589-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,1875.6.12.11,,,,,,,,,589,589,,,,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,"Cristo seduto, con uno scettro nella sinistra e la destra che solleva una corona",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"[Herbert Horne vi riconobbe la mano di Francesco Botticini. E suoi , infatti, sono i tipi facciali, le mani, i capelli ondeggianti eppure duri, i panneggi ora angolosi, ora increspati. Nel pubblicarli (1903) io fui indotto ad assegnarli alla primissima attività di Francesco perché non vi trovavo traccia del Verrocchio né del Castagno. E Francesco Botticini, che divenne allievo di Neri di Bicci nel 1459, deve aver poi lavorato sotto Cosimo Rosselli e studiato il Castagno, per poi finire nella bottega del Verrocchio. Oggi (1957) però riconosco che Popham e Pouncey hanno ragione nell'insistere che lo stile di questi tre disegni è troppo evoluto per la datazione assai arretrata da me proposta; d'altra parte la loro attribuzione al figlio di Francesco, Raffaele Botticini, è destinata a rimanere ipotetica, finché non si conoscerà meglio la maniera di Raffaele Botticini disegnatore]",,589,589,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,Three studies for Coronation. Christ,,,,589,589,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,,,,,,
0000590-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,1875.6.12.12,,,,,,,,,590,590,,,,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,Vergine seduta con le mani incrociate sul petto,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"[Herbert Horne vi riconobbe la mano di Francesco Botticini. E suoi , infatti, sono i tipi facciali, le mani, i capelli ondeggianti eppure duri, i panneggi ora angolosi, ora increspati. Nel pubblicarli (1903) io fui indotto ad assegnarli alla primissima attività di Francesco perché non vi trovavo traccia del Verrocchio né del Castagno. E Francesco Botticini, che divenne allievo di Neri di Bicci nel 1459, deve aver poi lavorato sotto Cosimo Rosselli e studiato il Castagno, per poi finire nella bottega del Verrocchio. Oggi (1957) però riconosco che Popham e Pouncey hanno ragione nell'insistere che lo stile di questi tre disegni è troppo evoluto per la datazione assai arretrata da me proposta; d'altra parte la loro attribuzione al figlio di Francesco, Raffaele Botticini, è destinata a rimanere ipotetica, finché non si conoscerà meglio la maniera di Raffaele Botticini disegnatore]",,590,590,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,Three studies for Coronation. The Virgin,,,,590,590,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,,,,,,
0000591-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,1875.6.12.13,,,,,,,,,591,591,,,,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,due Angeli danzanti e musicanti vòlti verso destra.,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"[Herbert Horne vi riconobbe la mano di Francesco Botticini. E suoi , infatti, sono i tipi facciali, le mani, i capelli ondeggianti eppure duri, i panneggi ora angolosi, ora increspati. Nel pubblicarli (1903) io fui indotto ad assegnarli alla primissima attività di Francesco perché non vi trovavo traccia del Verrocchio né del Castagno. E Francesco Botticini, che divenne allievo di Neri di Bicci nel 1459, deve aver poi lavorato sotto Cosimo Rosselli e studiato il Castagno, per poi finire nella bottega del Verrocchio. Oggi (1957) però riconosco che Popham e Pouncey hanno ragione nell'insistere che lo stile di questi tre disegni è troppo evoluto per la datazione assai arretrata da me proposta; d'altra parte la loro attribuzione al figlio di Francesco, Raffaele Botticini, è destinata a rimanere ipotetica, finché non si conoscerà meglio la maniera di Raffaele Botticini disegnatore]",,591,591,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,Three studies for Coronation. Two angels making music,,,,591,591,Francesco Botticini,http://vocab.getty.edu/ulan/500010663,,,,,,,
0001240-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12376,,,,,,,,,1240,1240,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Cinque fogli con studi di rocce e di tempeste,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1240,1240,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Five sheets with studies of rocks and storms.,,,,1240,1240,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Five sheets with studies of rock and storms. One with the pen, the others in black chalk. One of them contai ning small figures which may represent the Vision of Ezekiel.",,,,,Please see inventory numbers. Have I to insert different records?
0001241-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12377,,,,,,,,,1241,1241,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Cinque fogli con studi di rocce e di tempeste,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1241,1241,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Five sheets with studies of rocks and storms.,,,,1241,1241,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Five sheets with studies of rock and storms. One with the pen, the others in black chalk. One of them contai ning small figures which may represent the Vision of Ezekiel.",,,,,Please see inventory numbers. Have I to insert different records?
0001242-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12378,,,,,,,,,1242,1242,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Cinque fogli con studi di rocce e di tempeste,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1242,1242,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Five sheets with studies of rocks and storms.,,,,1242,1242,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Five sheets with studies of rock and storms. One with the pen, the others in black chalk. One of them contai ning small figures which may represent the Vision of Ezekiel.",,,,,Please see inventory numbers. Have I to insert different records?
0001243-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12379,,,,,,,,,1243,1243,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Cinque fogli con studi di rocce e di tempeste,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1243,1243,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Five sheets with studies of rocks and storms.,,,,1243,1243,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Five sheets with studies of rock and storms. One with the pen, the others in black chalk. One of them contai ning small figures which may represent the Vision of Ezekiel.",,,,,Please see inventory numbers. Have I to insert different records?
0001244-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12380,,,,,,,,,1244,1244,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Cinque fogli con studi di rocce e di tempeste,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1244,1244,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Five sheets with studies of rocks and storms.,,,,1244,1244,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Five sheets with studies of rock and storms. One with the pen, the others in black chalk. One of them contai ning small figures which may represent the Vision of Ezekiel.",,,,,Please see inventory numbers. Have I to insert different records?
0001245-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12381,,,,,,,,,1245,1245,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Cinque fogli con studi di rocce e di tempeste,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1245,1245,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Five sheets with studies of rocks and storms.,,,,1245,1245,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Five sheets with studies of rock and storms. One with the pen, the others in black chalk. One of them contai ning small figures which may represent the Vision of Ezekiel.",,,,,Please see inventory numbers. Have I to insert different records?
0001246-Berenson,Windsor,http://sws.geonames.org/2633842,United Kingdom,http://sws.geonames.org/2635167,Royal Library,http://viaf.org/viaf/153159158/,,,12382,,,,,,,,,1246,1246,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Sette fogli con studi di tempeste e diluvi L'ultimo (n 12388) con piccole figure che possono rappresentare la Visione di Ezechiele; quest'ultimo a penna, gli altri a carboncino",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,1246,1246,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Seven other studies or storm and deluge effects. One with the pen, the others in black chalk One of them containing small figures which may represent the Vision of Ezekiel.",,,,1246,1246,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Five other studies of storm effects.,,,,,Please see inventory numbers. Have I to insert different records?
