FlorentineDrawings_IdentifierBB1961,City,City_URI,Country,Country_URI,Collection_main,Collection_URI_main,Collection_sub,Collection_URI_sub,Inventory_number,Object_repository_URI_corrected,Former_collection,Former_collection_URI,Former_collection_city,Former_collection_city_URI,Former_collection_country,Former_collection_country_URI,Former_collection_Inventory_Number,BB_1961_number_letter,BB_1961_number_letter_NoSpace,BB_1961_figure number_recto,BB_1961_figure number_verso,BB_1961_plate number,BB_1961_Artist_NoQualifier,Artist_URI_1961,BB_1961_Qualifier,BB_1961_title_recto,BB_1961_title_verso,BB_1961_title_correction,BB_1961_technique_recto_1,BB_1961_technique_recto_1_URI,BB_1961_technique_recto_2,BB_1961_technique_recto_2_URI,BB_1961_technique_recto_3,BB_1961_technique_recto_3_URI,BB_1961_technique_recto_4,BB_1961_technique_recto_4_URI,BB_1961_technique_recto_5,BB_1961_technique_recto_5_URI,BB_1961_technique_verso_1,BB_1961_technique_verso_1_URI,BB_1961_technique_verso_2,BB_1961_technique_verso_2_URI,BB_1961_technique_verso_3,BB_1961_technique_verso_3_URI,BB_1961_technique_verso_4,BB_1961_technique_verso_4_URI,BB_1961_text_recto,BB_1961_text_verso,BB_1938_number_letter,BB_1938_number_letter_NoSpace,BB_1938_Artist_NoQualifier,Artist_URI_1938,BB_1938_Qualifier,BB_1938_title_recto,BB_1938_title_verso,BB_1938_text_recto,BB_1938_text_verso,BB_1903_number_letter,BB_1903_number_letter_NoSpace,BB_1903_Artist_NoQualifier,Artist_URI_1903,BB_1903_Qualifier,BB_1903_title_recto,BB_1903_title_verso,BB_1903_text_recto,BB_1903_text_verso,Cataloguer's Comments,Cataloguer's Question
0001686-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1859,0625.570",http://collection.britishmuseum.org/id/object/716100,,,,,,,,1686,1686,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,School of,"Torso di un'antica statua di Venere, vista di fronte",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1686,1686,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Two studies of an antique torso of Venus,,Possibly by B. Ammannati,,1686,1686,Michelangelo,http://vocab.getty.edu/ulan/500010654,,,,Same as 1938,,1686 and 1686.A are joined together in BB_1938,
001686A-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1859,0625.571",http://collection.britishmuseum.org/id/object/716101,,,,,,,,1686 A,1686A,,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,School of,"Torso di un'antica statua di Venere, vista da tergo",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,1686 A,1686A,Michelangelo,http://vocab.getty.edu/ulan/500010654,,Two studies of an antique torso of Venus,,Possibly by B. Ammannati,,1686 A,1686A,Michelangelo,http://vocab.getty.edu/ulan/500010654,,,,Same as 1938,,In BB_1903 1686.A is handwritten next to 1686,
0001037-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1859,0915.482",,,,,,,,,1037,1037,456,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Studi per una Vittoria in atto di posare uno scudo sopra un trofeo Sotto la testa a destra il corpo è indicato da tracce di punta d'argento, ora quasi invisibili",,,ink,http://vocab.getty.edu/aat/300015012,wash,http://vocab.getty.edu/aat/300011051,,,,,,,,,,,,,,,Lo stile giovanile dei panneggi ed il carattere generale del disegno lo avvicinano agli schizzi preparatori per l'incompiuta «Epifania» degli Uffizi (n. 1594) del 1481.,,1037,1037,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Studies for a Victory placing a shield on a trophy. Under the head to right are traces of the body in silver-point, now all but invisible.",,The character of this sheet points to the time when Leonardo was preparing his Adoration as the draperies go with his early works.,,1037,1037,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studies for a Victory placing a shield on a trophy.,,"The character of this sheet points to the time when Leonardo was preparing his Adoration, and indeed the draped figure is distinctly Verrocchiesque.",,,
001037A-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1859,0915.489",,,,,,,,,1037 A,1037A,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Studio di drappeggio per una figura inginocchiata verso sinistra,,,umber,http://vocab.getty.edu/aat/300013402,wash,http://vocab.getty.edu/aat/300011051,chalk,http://vocab.getty.edu/aat/300011727,,,,,,,,,,,,,,,1037 A,1037A,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,Study of drapery for kneeling figure.,,The turn of the head and what appears of the hands make it seem as if it were intended for an Annunciation rather than for a Nativity.,,2799,2799,Andrea del Verrocchio,http://vocab.getty.edu/ulan/500003951,School of,Study of drapery for a kneeling figure.,,,,,
0001526-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1859,0915.503",,,,,,,,,1526,1526,629,,,Michelangelo,http://vocab.getty.edu/ulan/500010654,,"A destra, due nudi avvinghiati in lotta a sinistra, nudo semiriverso, visto da tergo ","Frammento di lettera con la firma di Michelangelo e la data 18 ottobre 1524. Vedi la trascrizione in Frey, Testo p. 135",,ink,http://vocab.getty.edu/aat/300015012,bister,http://vocab.getty.edu/aat/300013351,,,,,,,,,,,,,,,Same as 1938,,1526,1526,Michelangelo,http://vocab.getty.edu/ulan/500010654,,"Sketches for the upper part of a reclining figure, and two wrestlers ","Fragment of a letter with Michelangelo's signature and the date Oct. 18, 1524 - the whole transcribed in the MALCOLM. Cat. and by Frey, Text, p. 135.","The above sketches are in outline and done with a trembling hand yet so splendid, so clearly realized is the action of the wrestlers, that one scarcely notices the faltering lines. These wrestlers must have been intended for a Hercules and Antaeus. As we have seen, the small study in red chalk at the British Museum (my 1490) for the same subject is from about the same time. According to a record quoted by Gaye (Carteggio, II, p. 464), Michelangelo was expected to carve out of the block ultimately allotted to Bandinelli, a Hercules and Antaeus.",,1526,1526,Michelangelo,http://vocab.getty.edu/ulan/500010654,,,,Same as 1938,,,
02756A1-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1859,0915.680",,,,,,,,,2756 A-1,2756A-1,,,,Spinello Aretino,http://vocab.getty.edu/ulan/500030643,,Cristo e la Samaritana,Cristo restituisce la vista ad un cieco,,ink,http://vocab.getty.edu/aat/300015012,watercolor,http://vocab.getty.edu/aat/300015045,white lead,http://vocab.getty.edu/aat/300013754,,,,,ink,http://vocab.getty.edu/aat/300015012,watercolor,http://vocab.getty.edu/aat/300015045,white lead,http://vocab.getty.edu/aat/300013754,,,,,2756 A-1,2756A-1,Spinello,http://vocab.getty.edu/ulan/500030643,,Christ and the woman of Samaria,Christ healing a blind man,"Both sides framed in by Vasari and inscribed ""Galante da Bologna"". Very close to Spinello.",,,,,,,,,,,,
0002482-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1860,0616.1",http://collection.britishmuseum.org/id/object/716071,,,,,,,,2482,2482,,,LV,Sebastiano del Piombo,http://vocab.getty.edu/ulan/500032554,,Vergine seduta con lo sguardo chino su Gesù e San Giovannino che giuocano,,,charcoal,http://vocab.getty.edu/aat/300012862,,,,,,,,,,,,,,,,,,,2482,2482,Sebastiano del Piombo,http://vocab.getty.edu/ulan/500032554,,Virgin seated looking down upon the two Holy Children at play,,The probable date of this design is about 1520.,,2482,2482,Sebastiano del Piombo,http://vocab.getty.edu/ulan/500032554,,The Virgin seated looks down upon the two Holy Children at play,,,,,
0001027-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,British Museum,http://viaf.org/viaf/134857252/,,,"1860,0616.100",http://collection.britishmuseum.org/id/object/717332,,,,,,,,1027,1027,,,,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Schizzi per una Madonna, vari profili ed una o due figure",Tre studi per una Madonna del Latte.,,metalpoint,http://vocab.getty.edu/aat/300404633,ink,http://vocab.getty.edu/aat/300015012,,,,,,,ink,http://vocab.getty.edu/aat/300015012,metalpoint,http://vocab.getty.edu/aat/300404633,,,,,,,1027,1027,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Sketch for Madonna and various profiles, and one or two figures.",Three studies for Madonna nursing the Child.,"the profiles are of the exact character of the early ones at Windsor, and of those in the figures of the various sketches for the Adoration. The Madonna is of the same kind.","the framed Madonna recalls the Benois picture. The other pen-sketch anticipates Boltraffio's Poldi Pezzoli Madonna, which may, indeed, hark back to an early idea of Leonardo's. The same is certainly the case with the silver point jotting. It foreshadows the Madonna Litta. See my 1038, 11290, 1129D, and 1261 C.",1027,1027,Leonardo da Vinci,http://vocab.getty.edu/ulan/500010879,,"Sketch for a Madonna and various profiles, and one or two figures. The profiles are of the exact character of the early ones at Windsor, and of those in the figures of the various sketches for the Adoration.",Two Madonnas.,,,,
000426A-Berenson,,,,,,,,,,,D'Hendecourt collection,http://data.itatti.harvard.edu/florentinedrawings/entity/dhendecourt_collection,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,426 A,426A,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Santa genuflessa, in profilo verso sinistra",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Probabilmente uno studio per la Maddalena nella ""Madonna e Santi"" del 1509 nella Chiesa di San Marco a Firenze",,433 C,433C,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Study for kneeling female saint, in profile to left",,,,,,,,,,,,,Inventory number missing in BB 1961 and 1938. Drawing missing in BB 1903,"See: Sotheby, May 8-10, 1929, n. 150: bought by Alfred Jowett and sold in Sotheby, London, July 31, 1948, n. 1. New location?"
000426B-Berenson,,,,,,,,,,,Michael Krozer,http://data.itatti.harvard.edu/florentinedrawings/entity/michael_krozer,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,426 B,426B,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Cascinale in cima ad un poggio, con un pagliaio e piante sulla destra, un ceppo in primo piano e alti alberi sulla sinistra iscritto da una mano più tarda ""Andrea del Sarto"" nell'Angolo destro",,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,,,,,,,,,"Ha la squisitezza di tocco che si ritrova nel taccuino Gaburri (BB n. 433.F) e negli schizzi di Oxford (BB nn. 463.A-3, A-4, A-5) e di Vienna (BB n. 511.A).",,,,,,,,,,,,,,,,,,,,Inventory number missing in BB 1961. Drawing missing in BB 1938 and BB 1903,See:new location?
000426C-Berenson,,,,,,,,,,,Sir Thomas Merton,http://viaf.org/viaf/54151446,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,426 C,426C,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Testa di donna con lo sguardo abbassato ,Testa di donna in profilo,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,,,,,,,,,Inventory number missing in BB 1961. Drawing missing in BB 1938 and BB 1903,See:new location?
000426D-Berenson,,,,,,,,,,,Sir Robert Mond,http://viaf.org/viaf/77097313,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,426 D,426D,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Testa di uomo calvo, visto frontalmente iscritto sul verso ""Ritratto di Fra Bartolomeo""",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,440 A,440A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Head of bald man facing front, probably connected with head of Joseph in the Holy Family from the Mond Collection",,Erroneously labelled as forming part of the Mond Collection while Frizzoni only speak of its connection with the Mond picture.,,,,,,,,,,,Drawing missing in BB 1903,"See: Sotheby, London, November 20, 1957, second part, n. 61. New location?"
0000427-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,,,,249,,Oppenheimer Collection,http://data.itatti.harvard.edu/florentinedrawings/entity/oppenheimer_collection,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,427,427,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Putto e testa di un altro putto,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,427,427,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"""Putto"", and head of another",,,,427,427,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,,,,,,See: new location: British museum?
000438A-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,,,,,,F. Springell Collection,http://viaf.org/viaf/96348555,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,438 A,438A,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Studio per una Sacra Conversazione ,Angelo inginocchiato,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,ink,http://vocab.getty.edu/aat/300015012,,,,,,,,,427 A,427A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Study for ""Santa Conversazione"" ",Angel kneeling,,,,,,,,,,,,Drawing missing in BB 1903,See: new location?
000428A-Berenson,,,,,,,,,,,Oppenheimer Collection,http://data.itatti.harvard.edu/florentinedrawings/entity/oppenheimer_collection,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,428 A,428A,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,"Madonna col Bambino e Sant'Anna, circondate da Santi e Angeli",,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,"Same as 1938, in Italian",,428 A,428A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Elaborate design for the unfinished altar-piece at the S. Marco Museum,,and there are certain differences from the picture: On each side there are but two saints erect the children below are making music and sitting further apart,,434,434,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,,,Same as 1938,,"BB 1961 handwritten by pen ""(già 434)"". ",
000433A-Berenson,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,,,,,,Oppenheimer Collection,http://data.itatti.harvard.edu/florentinedrawings/entity/oppenheimer_collection,London,http://sws.geonames.org/2643743,United Kingdom,http://sws.geonames.org/2635167,,433 A,433A,,,,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Studio di palmizio,,,black chalk,http://vocab.getty.edu/aat/300080058,,,,,,,,,,,,,,,,,,,433 A,433A,Fra Bartolommeo,http://vocab.getty.edu/ulan/500115575,,Study for palm tree,,,,,,,,,,,,,Drawing missing in BB 1903,See: new location?
